,id,name,type,requester,owners,description,is_completed,created_at,started_at,updated_at,moved_at,completed_at,estimate,is_blocked,is_a_blocker,labels,tasks,state,epic_id,epic,project_id,project,utc_offset,SAFe Team Label
193,1104,"Preferred contact method based on role, policy, and claim type",feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,"System must provide the ability to categorize addresses and utilize the categorization for correspondence (e.g. policy DECS get sent to the office, claims forms go to the claim officer, sexual harassment forms get sent to the Bermuda beach house)",,2018/02/21 0:20:58,,2018/03/27 20:20:30,2018/02/21 0:20:58,,,FALSE,FALSE,"BriteClaims_PAY_3.16
BriteClaims_FNOL_3.25
BriteClaims_FNOL_3.24
BriteClaims_SUB_3.1
BriteClaims_PAY_3.13
BriteClaims_INV_PAY_3.21
BriteClaims_SAL_3.16
BriteClaims_PAY_3.11
BriteClaims
BriteClaims_MVP
BriteClaims_FNOL_3.22
BriteClaims_INV_PAY_3.16
BriteClaims_LIT_3.9
BriteClaims_NEG_3.15
BriteClaims_INV_PAY_3.26
BriteClaims_PAY_3.25
BriteClaims_INV_PAY_3.10
BriteClaims_PAY_3.35
BriteClaims_SUB_3.9",,Unscheduled,1102,BriteClaims - Party 360 (Alex),844,BriteClaims,-5:00:00,Claims
194,1105,Relate Contacts to Each Other,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,"User Story
========
As an Adjuster, I want to be able to create relationships between different contacts on a claim (e.g. a 3rd party insured and the 3rd party insurer) so that I can quickly identify the most appropriate  contact to follow-up.

Description
=========
 Notes
 --------

  * Useful external references
   * [Google It!](http://www.google.com ""Google Home"")",,2018/02/21 0:20:58,,2018/05/15 4:18:59,2018/02/21 0:20:58,,,FALSE,FALSE,"BriteClaims
BriteClaims_MVP",,Unscheduled,1102,BriteClaims - Party 360 (Alex),844,BriteClaims,-5:00:00,Claims
195,1106,Categorize party types and support different data capture for each type,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,"System must provide the ability to distinguish between organizations, individuals, and animals (e.g. pet insurance is a huge industry and would be great for an out-of-the-box config for an insurtech startup.",,2018/02/21 0:20:59,,2018/02/21 18:54:05,2018/02/21 0:20:59,,,FALSE,FALSE,BriteClaims,,Unscheduled,1102,BriteClaims - Party 360 (Alex),844,BriteClaims,-5:00:00,Claims
196,1107,Use of industry standard codes when possible,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,System must provide the ability to categorize parties using industry standard class codes when possible,,2018/02/21 0:20:59,,2018/04/19 2:30:47,2018/02/21 0:20:59,,,FALSE,FALSE,BriteClaims,,Unscheduled,1102,BriteClaims - Party 360 (Alex),844,BriteClaims,-5:00:00,Claims
197,1108,How should VIP parties be handled,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,System must provide the ability to mark parties as VIP. VIP parties should not show in search results except for supervisors.,,2018/02/21 0:20:59,,2018/02/21 18:54:05,2018/02/21 0:20:59,,,FALSE,FALSE,BriteClaims,,Unscheduled,1102,BriteClaims - Party 360 (Alex),844,BriteClaims,-5:00:00,Claims
198,1109,Automate detection of VIP parties,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,System must provide the ability to automatically set parties as VIP if they are both an employee and a claimant,,2018/02/21 0:20:59,,2018/02/21 18:54:05,2018/02/21 0:20:59,,,FALSE,FALSE,BriteClaims,,Unscheduled,1102,BriteClaims - Party 360 (Alex),844,BriteClaims,-5:00:00,Claims
199,1110,Party dashboard that shows all interactions that party has had with the company,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,"System must provide the ability to show all transactions to a party. e.g. a party is a supplier, policyholder and claimant.",,2018/02/21 0:20:59,,2018/02/26 10:53:53,2018/02/21 0:20:59,,,FALSE,FALSE,BriteClaims,,Unscheduled,1102,BriteClaims - Party 360 (Alex),844,BriteClaims,-5:00:00,Claims
200,1111,Party Map/Chart,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,System must provide the ability to show the relationship among parties,,2018/02/21 0:20:59,,2018/02/21 18:54:05,2018/02/21 0:20:59,,,FALSE,FALSE,BriteClaims,,Unscheduled,1102,BriteClaims - Party 360 (Alex),844,BriteClaims,-5:00:00,Claims
201,4022,"Feature Request - ""Add Party"" During Payment Creation",feature,morgan.cassady@britecore.com,,"### Feature Request - Add Party During Payment Creation

When creating a payment for a claim the user will select the Payee from the parties assigned to the claim, the primary or secondary payee party may not be attached to the claim record and the user will need to add them during the process to complete the payment. 

 Feature Request - When a user needs to add a party to a claim for payment, a button or link to the Universal Add Party/Organization Pop Up Window should be visible on the create payment webpage/screen.

Use the same pop-up window and function listed in Story ch4128.

![Screenshot 2018-07-11 20.40.15.png](https://api.clubhouse.io/api/attachments/files/clubhouse-assets/5a3c64e9-a53f-4d05-bf0f-a5c21841937e/5b48eade-8d4a-4fc0-a50a-86fca13dfd52/Screenshot%202018-07-11%2020.40.15.png)

## Helpful Information


[Latest Claims Screen Design Iterations](https://projects.invisionapp.com/share/58GTPX0AHD7/#/screens/307931232)

**Add Party Workflow Diagram**

![add_party_workflow_diagram.jpg](https://api.clubhouse.io/api/attachments/files/clubhouse-assets/5a3c64e9-a53f-4d05-bf0f-a5c21841937e/5b477b02-e263-43f2-85ee-574dab8fb9d6/add_party_workflow_diagram.jpg)",,2018/06/28 14:35:14,,2018/07/14 16:30:50,2018/06/28 14:35:14,,,FALSE,FALSE,"BriteClaims_BC_Parity_Plus
BriteClaims_V10.0
BriteClaims","[X] Add screen shots(morgan.cassady@britecore.com)
[X] Add a link to the latest mockups(morgan.cassady@britecore.com)",Unscheduled,3181,BriteClaims - Parties (Future),844,BriteClaims,-5:00:00,Claims
202,4076,Party  Preference  - Time of day prefered contact per communication type - *Draft*,feature,morgan.cassady@britecore.com,,Placeholder for the story.,,2018/06/29 23:15:07,,2018/07/14 16:31:27,2018/06/29 23:15:07,,,FALSE,FALSE,"BriteClaims_BC_Parity_Plus
BriteClaims_V10.x
BriteClaims",,Unscheduled,3181,BriteClaims - Parties (Future),844,BriteClaims,-5:00:00,Claims
203,4513,"""Parties"" Party View Page - Party Catagory View",feature,morgan.cassady@britecore.com,morgan.cassady@britecore.com,"**""Parties"" Tab Party View Page - Party Catagory View**

Party view request when the ""Parties"" tab is selected within a claim, the webpage should default to show all assigned parties in the detailed party view but have the option to select the Party Catagory View.

The design was built to support the 3-page view for all users, but the design for V10.0 will be the table view.

A contact category table view:

![Screenshot 2018-06-27 23.03.41.png](https://api.clubhouse.io/api/attachments/files/clubhouse-assets/5a3c64e9-a53f-4d05-bf0f-a5c21841937e/5b345e3e-ab58-4662-9b36-a136094f678b/Screenshot%202018-06-27%2023.03.41.png)

**Data Fields to display for each Party**
Profile Photo
Name
Business Name
Primary Phone Number
Primary Email Address
Title
Role
Address


*Additional Page Behavior* - The user should also have a selector to change the party presentation mode to two other page views: 


[Latest Screen Design Iterations](https://projects.invisionapp.com/share/58GTPX0AHD7/#/screens/305969837_Parties_Chunked)",,2018/07/11 14:26:07,,2018/07/13 13:49:51,2018/07/11 14:26:07,,,FALSE,FALSE,"BriteClaims_BC_Parity_Plus
BriteClaims_V10.0
BriteClaims",,Unscheduled,3181,BriteClaims - Parties (Future),844,BriteClaims,-5:00:00,Claims
204,3997,"""Parties"" Party View Page - Card View",feature,morgan.cassady@britecore.com,morgan.cassady@britecore.com,"**""Parties"" Tab Party View Page - Card View**

Party view request when the ""Parties"" tab is selected within a claim, the webpage should default to show all assigned parties in the detailed party table view. (Story ch4128)

The design was built to support the 3-page view for all users, but the design for V10.0 will be the default detailed table view.

As any user in the system, I need to be able to switch between different views, this view in the Card View. The Card View displays the associated contacts with the specific claim as business cards on the screen.


**Card View** 

![Screenshot 2018-07-11 15.54.25.png](https://api.clubhouse.io/api/attachments/files/clubhouse-assets/5a3c64e9-a53f-4d05-bf0f-a5c21841937e/5b466ea0-43c4-40cd-b33d-85383a0254ce/Screenshot%202018-07-11%2015.54.25.png)

**Data Fields to display for each Party**
Profile Photo
Name
Business Name
Primary Phone Number
Primary Email Address
Title
Role
Address

*Additional Page Behavior* - The user should also have a selector to change the party presentation mode to two other page views: 


[Latest Screen Design Iterations](https://projects.invisionapp.com/share/58GTPX0AHD7/#/screens/305969836)",,2018/06/27 23:27:40,,2018/07/14 16:26:27,2018/06/27 23:27:40,,,FALSE,FALSE,"BriteClaims_BC_Parity_Plus
BriteClaims_V10.0
BriteClaims","[X] Note to Mo - Break this story out in two different stories. Card view, Catagory Table view.(morgan.cassady@britecore.com)
[X] Add label for Sprint 5 for discussion(morgan.cassady@britecore.com)",Unscheduled,3181,BriteClaims - Parties (Future),844,BriteClaims,-5:00:00,Claims
205,4079,Parties - Party/Vendor Type - *Draft*,feature,morgan.cassady@britecore.com,,"## Parties - Party/Vendor Type

**Subject open for discussion and clarification 

We need to compile a list of potential vendors that can be associated with a claim. The team needs to discuss the use and function of this feature.

We need to discuss -
 - Grouping
 - Additional fields based on the type
 - Rules for additional fields
 - Where do the rules reside? Drools?


What is the difference between Party and Vendor?
What is a ""Party""? 
What is a ""Vendor""?



Possible Vendor Types

* Medical Provider
* Chiropractor
* Repair Shop
* Auto Body
* Collison Repair
* Mechanical Repair
* Orthopedic doctor
* Restoration contractor
* General Contractor
* Roofing Company
* Tree Service
* Language Interpreter 
* Disaster Recovery Services
* Public Adjuster",,2018/06/30 15:02:02,,2018/07/14 16:30:40,2018/06/30 15:02:02,,,FALSE,FALSE,"BriteClaims_BC_Parity_Plus
BriteClaims_V10.x
BriteClaims",,Unscheduled,3181,BriteClaims - Parties (Future),844,BriteClaims,-5:00:00,Claims
206,1113,Party dashboard that shows all interactions that party has had with the agency/agent.,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,"System must provide agents with a 360 view, but limited in scope to parties they created",,2018/02/21 0:21:00,,2018/02/21 18:54:05,2018/02/21 0:21:00,,,FALSE,FALSE,BriteClaims,,Unscheduled,1102,BriteClaims - Party 360 (Alex),844,BriteClaims,-5:00:00,Claims
207,1114,Customer care journey.,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,"They system must provide automated messages on important dates, via automated phone call, sms, email, or in mobile app notifications",,2018/02/21 0:21:00,,2018/02/21 18:54:05,2018/02/21 0:21:00,,,FALSE,FALSE,BriteClaims,,Unscheduled,1102,BriteClaims - Party 360 (Alex),844,BriteClaims,-5:00:00,Claims
208,1115,Customer care journey opt out,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,System must provide the ability for parties to opt out of automated messages,,2018/02/21 0:21:00,,2018/02/21 18:54:05,2018/02/21 0:21:00,,,FALSE,FALSE,BriteClaims,,Unscheduled,1102,BriteClaims - Party 360 (Alex),844,BriteClaims,-5:00:00,Claims
209,1117,Bulk upload whenever you encounter a scenario where hundreds or thousands of parties might be involved,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,"System must provide the ability to bulk upload parties and associated parties in roles.
(e.g. Carrier writes a policy for McDonalds with thousands of locations. Certain employees work at one location but managers may work across locations).",,2018/02/21 0:21:01,,2018/02/21 18:54:05,2018/02/21 0:21:01,,,FALSE,FALSE,BriteClaims,,Unscheduled,1102,BriteClaims - Party 360 (Alex),844,BriteClaims,-5:00:00,Claims
210,1118,Automated claim creation on crash detection - telematics,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,System must be able to capture telematic devices and smart cars and open a claim.,,2018/02/21 1:20:27,,2018/02/21 18:54:50,2018/02/21 1:20:27,,,FALSE,FALSE,"BriteClaims_IoT
BriteClaims",,Unscheduled,1134,BriteClaims - Internet of Things (IoT),844,BriteClaims,-5:00:00,Claims
211,1119,Customer journey - provide life saving services in the event of incident -telematics,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,"System must automatically call authorities/emergency services based on a configurable rule set of rules. (e.g. velocity at the time of accident, were airbags deployed, etc.)",,2018/02/21 1:20:27,,2018/02/21 18:54:50,2018/02/21 1:20:27,,,FALSE,FALSE,"BriteClaims_IoT
BriteClaims",,Unscheduled,1134,BriteClaims - Internet of Things (IoT),844,BriteClaims,-5:00:00,Claims
212,1120,Capture FNOL from modern car sensors - telematics,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,System must automatically capture video/images stored by the cars sensors as part of the FNOL of System generated claim.,,2018/02/21 1:20:27,,2018/02/21 18:54:50,2018/02/21 1:20:27,,,FALSE,FALSE,"BriteClaims_IoT
BriteClaims",,Unscheduled,1134,BriteClaims - Internet of Things (IoT),844,BriteClaims,-5:00:00,Claims
213,1121,Customer journey - call the customer and ask if they need services in the event of incident -telematics.,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,"System must automatically call insured based on a configurable rule set of rules and ask if the need assistance. (e.g. velocity at the time of accident, were airbags deployed, etc.)",,2018/02/21 1:20:27,,2018/02/21 18:54:50,2018/02/21 1:20:27,,,FALSE,FALSE,"BriteClaims_IoT
BriteClaims",,Unscheduled,1134,BriteClaims - Internet of Things (IoT),844,BriteClaims,-5:00:00,Claims
214,1122,Automated crash detection - smart app,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,System must be able to capture high changes in speed that are likely to indicate an accident and open a claim.,,2018/02/21 1:20:28,,2018/02/21 18:54:50,2018/02/21 1:20:28,,,FALSE,FALSE,"BriteClaims_IoT
BriteClaims",,Unscheduled,1134,BriteClaims - Internet of Things (IoT),844,BriteClaims,-5:00:00,Claims
215,1123,Customer journey - provide life saving services in the event of incident -smart app,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,System must automatically call authorities/emergency services based on a configurable rule set of rules. (e.g. dramatic changes in velocity).,,2018/02/21 1:20:28,,2018/02/21 18:54:50,2018/02/21 1:20:28,,,FALSE,FALSE,"BriteClaims_IoT
BriteClaims",,Unscheduled,1134,BriteClaims - Internet of Things (IoT),844,BriteClaims,-5:00:00,Claims
216,1124,Customer journey - call the customer and ask if they need services in the event of incident -smart app,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,System must automatically call insured based on a configurable rule set of rules and ask if the need assistance. (e.g. dramatic changes in velocity).,,2018/02/21 1:20:28,,2018/02/21 18:54:50,2018/02/21 1:20:28,,,FALSE,FALSE,"BriteClaims_IoT
BriteClaims",,Unscheduled,1134,BriteClaims - Internet of Things (IoT),844,BriteClaims,-5:00:00,Claims
217,1125,Minimum claims smart app requirements - insurance information,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,System must be able to electronically display the insured insurance card.,,2018/02/21 1:20:28,,2018/02/21 18:54:50,2018/02/21 1:20:28,,,FALSE,FALSE,"BriteClaims_IoT
BriteClaims",,Unscheduled,1134,BriteClaims - Internet of Things (IoT),844,BriteClaims,-5:00:00,Claims
218,1126,Automated claim creation on crash detection - telematics,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,System must be able to allow the user to capture pictures of the accident.,,2018/02/21 1:20:28,,2018/02/21 18:54:50,2018/02/21 1:20:28,,,FALSE,FALSE,"BriteClaims_IoT
BriteClaims",,Unscheduled,1134,BriteClaims - Internet of Things (IoT),844,BriteClaims,-5:00:00,Claims
219,1127,During FNOL from the smart app we should capture as much information as possible.,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,"System must allow the user to enter third party's) information. Including name, insurance carrier, drivers license, etc.",,2018/02/21 1:20:28,,2018/02/21 18:54:50,2018/02/21 1:20:28,,,FALSE,FALSE,"BriteClaims_IoT
BriteClaims",,Unscheduled,1134,BriteClaims - Internet of Things (IoT),844,BriteClaims,-5:00:00,Claims
220,1128,Customer journey - they should be able to view the status of their open claims,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,"System must allow the user to view the status of the claim, customer journey, and any required actions they must take.",,2018/02/21 1:20:28,,2018/02/21 18:54:50,2018/02/21 1:20:28,,,FALSE,FALSE,"BriteClaims_IoT
BriteClaims",,Unscheduled,1134,BriteClaims - Internet of Things (IoT),844,BriteClaims,-5:00:00,Claims
221,1129,Define a CAT/Event scenario,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,System must be able to define a geographic CAT location.,,2018/02/21 1:20:29,,2018/04/19 2:28:35,2018/02/21 1:20:29,,,FALSE,FALSE,"BriteClaims_IoT
BriteClaims_Augusta
BriteClaims_CAT/Event_Management
BriteClaims",,Unscheduled,1134,BriteClaims - Internet of Things (IoT),844,BriteClaims,-5:00:00,Claims
222,1130,Ability for the system to define customers that may have been impacted when a CAT/Event is created,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,System must identify geolocation of insured properties in the CAT zone,,2018/02/21 1:20:29,,2018/02/28 1:13:17,2018/02/21 1:20:29,,,FALSE,FALSE,"BriteClaims_IoT
BriteClaims_CAT/Event_Management
BriteClaims",,Unscheduled,1134,BriteClaims - Internet of Things (IoT),844,BriteClaims,-5:00:00,Claims
223,1131,Automated claim creation on property damage or crop loss detection - drones,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,System must support drone appraisal of insured properties in the CAT zone and open report only claims.,,2018/02/21 1:20:29,,2018/02/21 18:54:50,2018/02/21 1:20:29,,,FALSE,FALSE,"BriteClaims_IoT
BriteClaims",,Unscheduled,1134,BriteClaims - Internet of Things (IoT),844,BriteClaims,-5:00:00,Claims
224,1132,During a CAT/Event scenario normal assignment rules usually aren't followed. What is the best way for the system to handle that situation,feature,alex.nesterov@britecore.com,,System must assign workflow tasks to the CAT management team to proactively reach out to potentially impacted insureds.,,2018/02/21 1:20:29,,2018/02/28 1:13:17,2018/02/21 1:20:29,,,FALSE,FALSE,"BriteClaims_IoT
BriteClaims_CAT/Event_Management
BriteClaims
BriteClaims_Tasks",,Unscheduled,1134,BriteClaims - Internet of Things (IoT),844,BriteClaims,-5:00:00,Claims
225,1133,"Loss Prevention - If the car telematics system indicates a likely problem, let's try to prevent a loss",feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,System must be able to capture telematic alerts and push notification to the insured advising them to pullover and ask if they require roadside assistance. e.g. tire pressure monitors are showing low tire pressure,,2018/02/21 1:20:29,,2018/02/21 18:54:50,2018/02/21 1:20:29,,,FALSE,FALSE,"BriteClaims_IoT
BriteClaims",,Unscheduled,1134,BriteClaims - Internet of Things (IoT),844,BriteClaims,-5:00:00,Claims
226,1229,Provide summary information for litigation discovery,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,System display a UI and print a claim summary which displays summary of the loss and loss transactions,,2018/02/22 20:35:05,,2018/03/12 11:40:04,2018/02/22 20:35:05,,,FALSE,FALSE,"BriteClaims_Negotiation_and_Litigation
BriteClaims
BriteClaims_LIT_3.1
BriteClaims_Discovery",,Unscheduled,1036,BriteClaims - Litigation and Negotiation,844,BriteClaims,-5:00:00,Claims
227,1230,Provide detailed information for litigation discovery,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,System must be able to generate a printable document (docx/pdf) of all printable notes and related attachments,,2018/02/22 20:35:05,,2018/03/12 11:40:51,2018/02/22 20:35:05,,,FALSE,FALSE,"BriteClaims_Negotiation_and_Litigation
BriteClaims
BriteClaims_LIT_3.1
BriteClaims_Discovery",,Unscheduled,1036,BriteClaims - Litigation and Negotiation,844,BriteClaims,-5:00:00,Claims
228,1260,Flag a Coverage as Litigation,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,"User Story
========
As an Adjuster, I want to be able to flag a coverage as ""Litigation"" so that the appropriate resources can be allocated to coverage (e.g.  Internal Lawyer, External Lawyer, Legal Review Adjuster).

Description
=========
 Notes
 --------

  * Useful external references
   * [Google It!](http://www.google.com ""Google Home"")",,2018/02/26 2:32:40,,2018/05/15 4:31:30,2018/02/26 2:32:40,,,FALSE,FALSE,"BriteClaims_BC_Parity_Plus
BriteClaims_LIT_3.3
BriteClaims_Negotiation_and_Litigation
BriteClaims
BriteClaims_LIT_3.1
BriteClaims_MVP",,Unscheduled,1036,BriteClaims - Litigation and Negotiation,844,BriteClaims,-5:00:00,Claims
229,1263,Negotiation Flag,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,System must be able to flag a coverage in Negotiation process.,,2018/02/26 5:49:07,,2018/04/08 12:36:26,2018/02/26 5:49:07,,,FALSE,FALSE,"BriteClaims_MR_3.8
BriteClaims_Negotiation_and_Litigation
BriteClaims
BriteClaims_NEG_3.2",,Unscheduled,1036,BriteClaims - Litigation and Negotiation,844,BriteClaims,-5:00:00,Claims
230,1270,Manually Group Claim by Loss Event,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,"User Story
========
As an Adjuster, I want the ability to assign a claim to a larger loss event so that claims falling under the same loss event can be processed together resulting in faster settlement for our customers.",,2018/02/26 9:49:13,,2018/03/29 1:08:57,2018/02/26 9:49:13,,,FALSE,FALSE,"BriteClaims_Deprecate
BriteClaims_CAT/Event_Management
BriteClaims
BriteClaims_Claim_Management",,Unscheduled,845,BriteClaims - First Notice of Loss (FNOL)- OLD,844,BriteClaims,-5:00:00,Claims
231,1271,Determine Potential Loss Event,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,"User Story
========
As an Adjuster, I want the the Platform to prompt me whenever the claim is updated if other claims match characteristic of the claim I'm working on so I can determine if a larger loss event needs to be created and associated with these claims  so that the same loss event can be processed together resulting in faster settlement for our customers.",,2018/02/26 9:51:47,,2018/03/29 1:09:10,2018/02/26 9:51:47,,,FALSE,FALSE,"BriteClaims_CAT/Event_Management
BriteClaims",,Unscheduled,845,BriteClaims - First Notice of Loss (FNOL)- OLD,844,BriteClaims,-5:00:00,Claims
232,1273,Setup Workflows for Regulatory Compliance,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,"User Story
========
As an Adjuster, I want the Platform to prompt me to complete and send correspondence based on the jurisdiction of the claim so that the Insurer is in compliance with state or regional regulations.",,2018/02/26 10:03:53,,2018/03/29 1:09:25,2018/02/26 10:03:53,,,FALSE,FALSE,"BriteClaims_FNOL
BriteClaims_FNOL_3.25
BriteClaims
BriteClaims_MVP",,Unscheduled,845,BriteClaims - First Notice of Loss (FNOL)- OLD,844,BriteClaims,-5:00:00,Claims
233,1274,Automate Reserving on FNOL Complete,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,"User Story
========
As an Adjuster, I want the Platform to reserve a claim/coverage based on ""Loss Cause"" and ""Peril"" whether the claim is matched to a policy or not so that so that the Insurer can accurately reflect loss reserves even when no matching Policy is found.

Description
=========
 Notes
 --------

  * Useful external references
   * [Google It!](http://www.google.com ""Google Home"")",,2018/02/26 10:05:56,,2018/04/08 12:46:58,2018/02/26 10:05:56,,,FALSE,FALSE,"BriteClaims_FNOL
BriteClaims_RES_3.5
BriteClaims_MR_3.18
BriteClaims
BriteClaims_MVP
BriteClaims_FNOL_3.23",,Unscheduled,1056,BriteClaims - Financials (Alex),844,BriteClaims,-5:00:00,Claims
234,1275,"Change Claim Policy, Treaty, or Contract",feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,"User Story
========
As an Adjuster, I want to be able to change the policy, treaty, or contract that the claims was opened against and if any payments have been I want to the Platform to transfer the payment association to the new policy, treaty, or contract so that the Insurer can accurately reflect losses to the proper liability with applicable limits and deductibles.

Description
=========
 Notes
 --------

  * Useful external references
   * [Google It!](http://www.google.com ""Google Home"")",,2018/02/26 10:06:56,,2018/05/18 7:13:48,2018/02/26 10:06:56,,,FALSE,FALSE,"BriteClaims
BriteClaims_Current
BriteClaims_Claim_Management",,Unscheduled,3175,BriteClaims - Claim Management,844,BriteClaims,-5:00:00,Claims
235,1276,Automated Claim Assignment / Re-Assignment based on Changes in Loss Facts,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,"System must provide assignment to the appropriate adjuster based on complexity, loss cause, licensing, and jurisdiction.",,2018/02/26 10:20:00,,2018/04/18 3:27:18,2018/02/26 10:20:00,,,FALSE,FALSE,"BriteClaims_Segmentation_and_Assignment
BriteClaims_FNOL_3.21
BriteClaims
BriteClaims_Claim_Management",,Unscheduled,909,BriteClaims - Claim Management,844,BriteClaims,-5:00:00,Claims
236,1277,Workflow Configuration Based on Different Jurisdiction Requirements,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,Tasks must have configurable due dates based on different jurisdiction requirements.,,2018/02/26 10:22:39,,2018/02/27 0:37:53,2018/02/26 10:22:39,,,FALSE,FALSE,"BriteClaims
BriteClaims_Claim_Management
BriteClaims_Tasks",,Unscheduled,909,BriteClaims - Claim Management,844,BriteClaims,-5:00:00,Claims
237,1278,Claims Ability to Capture Any Relevant Documentation through Integration,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,"System must provide an integration with a vendor when possible to capture any photos, police reports, eyewitness accounts, medical reports, etc.",,2018/02/26 10:24:15,,2018/04/08 12:54:01,2018/02/26 10:24:15,,,FALSE,FALSE,"BriteClaims
BriteClaims_MVP
BriteClaims_Claim_Management
BriteClaims_SAL_3.4
BriteClaims_MR_3.25",,Unscheduled,909,BriteClaims - Claim Management,844,BriteClaims,-5:00:00,Claims
238,1279,Claims Ability to Store Relevant Documentation,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,Relevant documentation to a claim should be stored in categorized notes or claim dairy.,,2018/02/26 10:27:54,,2018/05/15 5:24:36,2018/02/26 10:27:54,,,FALSE,FALSE,"BriteClaims_INV_PAY_3.14
BriteClaims_Augusta
BriteClaims_SAL_3.16
BriteClaims_MVP
BriteClaims_Claim_Management",,Unscheduled,3175,BriteClaims - Claim Management,844,BriteClaims,-5:00:00,Claims
239,1280,Task to request pre-approval of additional authority by claim/coverage,feature,alex.nesterov@britecore.com,,System must trigger a task for supervisor for pre-approval when additional reserve or payment authority (loss or expense) on a individual claim is requested.,,2018/02/26 10:31:54,,2018/03/29 7:40:42,2018/02/26 10:31:54,,,FALSE,FALSE,"BriteClaims
BriteClaims_Tasks
BriteClaims_Authority",,Unscheduled,968,Dependent Feature - Authority,844,BriteClaims,-5:00:00,Claims
240,1281,Allow supervisor retract payment authority after authority is granted to adjuster,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,A new task must be generated to allow the supervisor to at later date retract the payment authority granted to the adjuster.,,2018/02/26 10:34:02,,2018/03/29 7:27:18,2018/02/26 10:34:02,,,FALSE,FALSE,"BriteClaims_PAY_3.23
BriteClaims
BriteClaims_MVP
BriteClaims_PAY_3.31
BriteClaims_INV_PAY_3.25
BriteClaims_Tasks
BriteClaims_Authority",,Unscheduled,968,Dependent Feature - Authority,844,BriteClaims,-5:00:00,Claims
241,1282,Allow user to review authority rejection reason,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,System must generate a request back to the original user to review the rejection reason note when authority request is rejected.,,2018/02/26 10:39:24,,2018/03/25 6:52:21,2018/02/26 10:39:24,,,FALSE,FALSE,"BriteClaims_PAY_3.23
BriteClaims
BriteClaims_MVP
BriteClaims_PAY_3.31
BriteClaims_INV_PAY_3.25
BriteClaims_Authority",,Unscheduled,968,Dependent Feature - Authority,844,BriteClaims,-5:00:00,Claims
242,1283,Override the Routing of Authority Request Task,feature,alex.nesterov@britecore.com,alex.nesterov@britecore.com,"User Story
========
As an Adjuster or Supervisor, I want to be able to change the default routing of authority requests to a Supervisor with a higher level of authority so that complex claims are escalated to the proper level with minimal intervention.

Description
=========
 Notes
 --------

  * Useful external references
   * [Google It!](http://www.google.com ""Google Home"")",,2018/02/26 10:42:08,,2018/04/08 13:04:50,2018/02/26 10:42:08,,,FALSE,FALSE,"BriteClaims_MR_3.36
BriteClaims_PAY_3.32
BriteClaims_INV_PAY_3.24
BriteClaims_MR_3.34
BriteClaims
BriteClaims_MVP
BriteClaims_PAY_3.24
BriteClaims_RES_3.20
BriteClaims_Tasks
BriteClaims_Authority",,Unscheduled,968,Dependent Feature - Authority,844,BriteClaims,-5:00:00,Claims
